"OBJECTID","MDSITEID","YEAR","MD_CUMBI","MD_FIBI","MD_BIBI","HYPERLINK","COMID","HWUID","CBP_SIHW","HW_Outlet","State","County","PctNatural","PctForeRZ","PopDensity","HousUnit","MineDensity","Mngd_TF_HCZ","PctForeLos","LandCondSu","PctAg_Hyd_S","PctWetla_2","PctForeWshed","PctImpWshed","RoadStream","PctForeLos.1","PctWetland","DamDensity","Road_Dens","PctWetWshed","PctImpRZ","PctVulnGeo","HabConditi","HabCondi_1","HabCondi_2","PctNatlCon","Out_Aq_Con","Pct_303d_Cat","SPARROWTN","SPARROWTP","CBP_Ag_N","CBP_Ag_P","CBP_Ag_S","CBP_CSO_N","CBP_CSO_P","CBP_CSO_S","CBP_DEV_N","CBP_DEV_P","CBP_DEV_S","CBP_SEP_N","CBP_SEP_P","CBP_SEP_S","CBP_WW_N","CBP_WW_P","CBP_WW_S","FutureDev","AvgPctFore","PctProtLan","AgWaterUse","Dom_WatUse","Ind_WatUse","Wld_Fir_Rsk","BrkTrt_Curr","BrkTrt_6deg","Cli_Stress","HUC12_ID","HUC12_Acre","HUC12_DS","HUC12_Name","HUC12_Type","Headwater","Catch_Area","StateFIPS","CountyFIPS","FIPS","Shape_Leng","Shape_Area","BUFPctFor","BUFPctImp"
1522,"TOWN-420-R-2002",2002,"4.29","4.33","4.25","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=TOWN-420-R-2002",8431098,"927",0,"HWother","MD","Allegany County",0.822666839723,0.896651078786,5.3570941156,3.13901076673,0,0.156385973893,0.0546225421848,0.929404343,0.0040015052435,0,0.813114891723,0.0118367263926,0.491502098206,0.0546225421848,0.009551948,0,0.888326330687,1,0.0508162899175,0.0126751046843,4.25,4,3.75,0.693673190715,0.568883340105,0,0.0027277676058,0.00242217258632,0.00158107179775,0.00234304720022,0.00515138062561,0,0,0,0.00167058690058,0.00188576904321,0.00257547241508,0.00156265417751,0,0,1.85878653578e-05,3.14557107843e-05,5.0482265496e-06,0.00163926871216,0.152300464489,0.331492742717,0.01,6.03,37.15,0.00365297064584,0.00046587,0.002193271,0.157512326,"020700030301",23454,"020700030302","Upper Fifteenmile Creek","S","No",4.93740021124,24,1,24001,13080,4937400,0.443290734824281,0
1523,"SIDE-103-R-2008",2008,"2.38","1.00","3.75","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=SIDE-103-R-2008",8431102,"800",0,"HWother","MD","Allegany County",0.523850321707,0.96171957672,7.06770741734,3.93601139465,0,0.194029850746,0.463165572575,0.832169836,0,0,0.523850321707,0.0342025059262,0.376265191707,0.463165572575,0,0,0.931393210676,1,0,0,3.8,4,3.8,0.0228121111572,0.498706267843,0,7.42510440138e-05,5.20305039008e-05,1.75469340834e-05,2.26876440042e-05,2.96070368972e-05,0,0,0,4.87038635647e-05,7.90785579455e-05,4.45535968166e-05,4.93438187493e-05,0,0,0,0,1.00964530992e-07,0,0.0885670374324,0.320164051624,0.01,6.03,37.15,3.72398922351e-05,0.009289435,0.075155675,0.148861472,"020700030302",16128,"020700030802","Lower Fifteenmile Creek","S","Yes",2.65770010046,24,1,24001,8940,2657700,0.945107398568019,0.000795544948289578
1524,"AL-A-318-126-95",1995,"2.25","1.00","3.50","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=AL-A-318-126-95",8431108,"800",0,"HWother","MD","Allegany County",0.805600716344,0.978030181087,7.06770741734,3.93601139464,0,0.0133333333333,0.158747697974,0.944052034,0,0,0.805600716344,0.0273300630694,0,0.158747697974,0,0,0.899630032199,1,0,0,4.2,4,4,0.0640350877193,0.666168846201,0,3.77007575624e-05,3.57922441944e-05,1.69825371779e-05,2.19578517019e-05,2.86440184323e-05,0,0,0,4.71156110673e-05,7.65127115251e-05,4.30878980686e-05,4.77129574204e-05,0,0,0,0,1.00964530992e-07,0,0.115896717158,0.289106906486,0.01,6.03,37.15,0.000120954130927,0.049525251,0.246194032,0.140567493,"020700030302",16128,"020700030802","Lower Fifteenmile Creek","S","Yes",2.56859973329,24,1,24001,9420,2568600,1,0
1525,"SIDE-101-R-2001",2001,"NA",NA,"3.25","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=SIDE-101-R-2001",8431116,"800",0,"HWother","MD","Allegany County",0.966855333199,0.960553602812,7.06844330558,3.93593837688,0,0,0,0.98917474,0,0,0.966855333199,0.011522134627,0.673809042517,0,0,0,0.935756155716,1,0.046332046332,0,4.4,4,4,0,0.664879424851,0,2.03025969016e-05,2.84725075384e-05,9.8481786949e-06,1.27332982344e-05,1.65945850816e-05,0,0,0,2.72897620135e-05,4.43362599227e-05,2.49376525956e-05,2.76030697746e-05,0,0,0,0,6.7309687328e-08,0,0,0.681692608315,0.01,6.03,37.15,0.000130843185492,0.019885716,0.137682328,0.129384199,"020700030305",13420,"020700030803","Bear Creek-Sideling Hill Creek","S","Yes",1.48409993279,24,1,24001,6360,1484100,0.992834394904459,0.00398089171974522
1526,"SIDE-410-R-2001",2001,"4.00","4.00","4.00","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=SIDE-410-R-2001",8431122,"800",0,"HWother","MD","Allegany County",0.670980662261,0.911434320599,6.44583965808,3.45402903664,0,0.0995182555781,0.201480130852,0.8969382,0.00089892252523,0.00110826348964,0.669865182261,0.0204898662737,0.450895846252,0.201480130852,0.00111548,0.00399022872789,0.915691437283,0.99889173651,0.032559564851,0,5,4,4,0.117231638418,0.655492186187,0,0.00303837561165,0.00263068582575,0.00120966056075,0.00187886290496,0.00214597007561,0,0,0,0.0014106746662,0.00201749962778,0.00154201330095,0.00153530184804,0,0,8.98298325841e-07,0,1.51446796488e-06,0,0.164118107578,0.169023119703,0.01,6.03,37.15,0.00407159694195,0.005794705,0.024072511,0.208915075,"020700030803",16455,"020700040502","Willett Run-Potomac River","S","No",8.6570985706,24,1,24001,16080,8657100,0.893227091633466,0
1527,"SIDE-405-R-2001",2001,"3.83","4.67","3.00","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=SIDE-405-R-2001",8431122,"800",0,"HWother","MD","Allegany County",0.670980662261,0.911434320599,6.44583965808,3.45402903664,0,0.0995182555781,0.201480130852,0.8969382,0.00089892252523,0.00110826348964,0.669865182261,0.0204898662737,0.450895846252,0.201480130852,0.00111548,0.00399022872789,0.915691437283,0.99889173651,0.032559564851,0,5,4,4,0.117231638418,0.655492186187,0,0.00303837561165,0.00263068582575,0.00120966056075,0.00187886290496,0.00214597007561,0,0,0,0.0014106746662,0.00201749962778,0.00154201330095,0.00153530184804,0,0,8.98298325841e-07,0,1.51446796488e-06,0,0.164118107578,0.169023119703,0.01,6.03,37.15,0.00407159694195,0.005794705,0.024072511,0.208915075,"020700030803",16455,"020700040502","Willett Run-Potomac River","S","No",8.6570985706,24,1,24001,16080,8657100,0.936457505957109,0
1528,"AL-A-207-307-95",1995,"3.83","3.67","4.00","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=AL-A-207-307-95",8431142,"907",0,"HWother","MD","Allegany County",0.866366515107,0.931036911652,6.24315697478,3.51853739814,0,0.0488721804511,0.0112805438177,0.962059923,0,0,0.864060760107,0.0127792410497,0.523887461747,0.0112805438177,0.002305755,0,0.910080477452,1,0.0406414981572,0,4.2,4,4,1,0.608529855095,0.000656270316119,0.000908033103698,0.00093586005837,0.000279374234347,0.000410211630613,0.000708064924293,0,0,0,0.00062705583643,0.000730456010157,0.000774224738288,0.000594188856284,0,0,0,0,3.3654843664e-07,0,0.300533531438,0.484632032286,0.01,6.03,37.15,0.00259445098493,0.00250139,0.025754853,0.155611063,"020700030302",16128,"020700030802","Lower Fifteenmile Creek","S","No",3.91229991423,24,1,24001,10740,3912300,0.959459459459459,0.00715421303656598
1529,"AL-A-146-301-95",1995,"4.17","4.33","4.00","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=AL-A-146-301-95",8431142,"907",0,"HWother","MD","Allegany County",0.866366515107,0.931036911652,6.24315697478,3.51853739814,0,0.0488721804511,0.0112805438177,0.962059923,0,0,0.864060760107,0.0127792410497,0.523887461747,0.0112805438177,0.002305755,0,0.910080477452,1,0.0406414981572,0,4.2,4,4,1,0.608529855095,0.000656270316119,0.000908033103698,0.00093586005837,0.000279374234347,0.000410211630613,0.000708064924293,0,0,0,0.00062705583643,0.000730456010157,0.000774224738288,0.000594188856284,0,0,0,0,3.3654843664e-07,0,0.300533531438,0.484632032286,0.01,6.03,37.15,0.00259445098493,0.00250139,0.025754853,0.155611063,"020700030302",16128,"020700030802","Lower Fifteenmile Creek","S","No",3.91229991423,24,1,24001,10740,3912300,0.977653631284916,0.00957701516360734
1530,"FIMI-207-S-2004",2004,"4.33","4.67","4.00","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=FIMI-207-S-2004",8431142,"907",0,"HWother","MD","Allegany County",0.866366515107,0.931036911652,6.24315697478,3.51853739814,0,0.0488721804511,0.0112805438177,0.962059923,0,0,0.864060760107,0.0127792410497,0.523887461747,0.0112805438177,0.002305755,0,0.910080477452,1,0.0406414981572,0,4.2,4,4,1,0.608529855095,0.000656270316119,0.000908033103698,0.00093586005837,0.000279374234347,0.000410211630613,0.000708064924293,0,0,0,0.00062705583643,0.000730456010157,0.000774224738288,0.000594188856284,0,0,0,0,3.3654843664e-07,0,0.300533531438,0.484632032286,0.01,6.03,37.15,0.00259445098493,0.00250139,0.025754853,0.155611063,"020700030302",16128,"020700030802","Lower Fifteenmile Creek","S","No",3.91229991423,24,1,24001,10740,3912300,0.962639109697933,0.00556438791732909
1531,"FIMI-207-S-2000",2000,"4.38","5.00","3.75","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=FIMI-207-S-2000",8431142,"907",0,"HWother","MD","Allegany County",0.866366515107,0.931036911652,6.24315697478,3.51853739814,0,0.0488721804511,0.0112805438177,0.962059923,0,0,0.864060760107,0.0127792410497,0.523887461747,0.0112805438177,0.002305755,0,0.910080477452,1,0.0406414981572,0,4.2,4,4,1,0.608529855095,0.000656270316119,0.000908033103698,0.00093586005837,0.000279374234347,0.000410211630613,0.000708064924293,0,0,0,0.00062705583643,0.000730456010157,0.000774224738288,0.000594188856284,0,0,0,0,3.3654843664e-07,0,0.300533531438,0.484632032286,0.01,6.03,37.15,0.00259445098493,0.00250139,0.025754853,0.155611063,"020700030302",16128,"020700030802","Lower Fifteenmile Creek","S","No",3.91229991423,24,1,24001,10740,3912300,0.962639109697933,0.00556438791732909
1532,"FIMI-207-S-2001",2001,"4.38","5.00","3.75","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=FIMI-207-S-2001",8431142,"907",0,"HWother","MD","Allegany County",0.866366515107,0.931036911652,6.24315697478,3.51853739814,0,0.0488721804511,0.0112805438177,0.962059923,0,0,0.864060760107,0.0127792410497,0.523887461747,0.0112805438177,0.002305755,0,0.910080477452,1,0.0406414981572,0,4.2,4,4,1,0.608529855095,0.000656270316119,0.000908033103698,0.00093586005837,0.000279374234347,0.000410211630613,0.000708064924293,0,0,0,0.00062705583643,0.000730456010157,0.000774224738288,0.000594188856284,0,0,0,0,3.3654843664e-07,0,0.300533531438,0.484632032286,0.01,6.03,37.15,0.00259445098493,0.00250139,0.025754853,0.155611063,"020700030302",16128,"020700030802","Lower Fifteenmile Creek","S","No",3.91229991423,24,1,24001,10740,3912300,0.962639109697933,0.00556438791732909
1533,"FIMI-207-S-2002",2002,"4.38","5.00","3.75","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=FIMI-207-S-2002",8431142,"907",0,"HWother","MD","Allegany County",0.866366515107,0.931036911652,6.24315697478,3.51853739814,0,0.0488721804511,0.0112805438177,0.962059923,0,0,0.864060760107,0.0127792410497,0.523887461747,0.0112805438177,0.002305755,0,0.910080477452,1,0.0406414981572,0,4.2,4,4,1,0.608529855095,0.000656270316119,0.000908033103698,0.00093586005837,0.000279374234347,0.000410211630613,0.000708064924293,0,0,0,0.00062705583643,0.000730456010157,0.000774224738288,0.000594188856284,0,0,0,0,3.3654843664e-07,0,0.300533531438,0.484632032286,0.01,6.03,37.15,0.00259445098493,0.00250139,0.025754853,0.155611063,"020700030302",16128,"020700030802","Lower Fifteenmile Creek","S","No",3.91229991423,24,1,24001,10740,3912300,0.962639109697933,0.00556438791732909
1534,"FIMI-207-S-2003",2003,"4.63","5.00","4.25","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=FIMI-207-S-2003",8431142,"907",0,"HWother","MD","Allegany County",0.866366515107,0.931036911652,6.24315697478,3.51853739814,0,0.0488721804511,0.0112805438177,0.962059923,0,0,0.864060760107,0.0127792410497,0.523887461747,0.0112805438177,0.002305755,0,0.910080477452,1,0.0406414981572,0,4.2,4,4,1,0.608529855095,0.000656270316119,0.000908033103698,0.00093586005837,0.000279374234347,0.000410211630613,0.000708064924293,0,0,0,0.00062705583643,0.000730456010157,0.000774224738288,0.000594188856284,0,0,0,0,3.3654843664e-07,0,0.300533531438,0.484632032286,0.01,6.03,37.15,0.00259445098493,0.00250139,0.025754853,0.155611063,"020700030302",16128,"020700030802","Lower Fifteenmile Creek","S","No",3.91229991423,24,1,24001,10740,3912300,0.962639109697933,0.00556438791732909
1535,"AL-A-729-119-95",1995,"NA",NA,"2.75","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=AL-A-729-119-95",8431152,"907",0,"HWother","MD","Allegany County",0.983002911504,0.985896953742,7.92840739933,4.10329856632,0,0,0,0.995065059,0,0,0.983002911504,0.0054844606947,0,0,0,0,0.933319763803,1,0,0,4.6,4,4,0.64846980976,0.613409626049,0,2.03198101344e-05,2.62485112638e-05,2.45633487817e-06,3.18957843944e-06,7.41734613164e-06,0,0,0,1.34478575528e-05,1.78809238571e-05,1.62102319424e-05,2.02686652528e-05,0,0,0,0,3.3654843664e-08,0,0.01406271973,0.924504028709,0.01,6.03,37.15,0.00014364509018,0.010259195,0.051007244,0.123028613,"020700030301",23454,"020700030302","Upper Fifteenmile Creek","S","Yes",1.4769003556,24,1,24001,7920,1476900,1,0
1536,"AL-A-635-113-95",1995,"2.25","1.00","3.50","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=AL-A-635-113-95",8431176,"927",0,"HWother","MD","Allegany County",0.966844058487,0.960546066875,7.92840739933,4.10329856632,0,0,0,0.989135096,0,0,0.966844058487,0.00801603206413,1.48445038225,0,0,0,0.931336689797,1,0.00803212851406,0,4.6,3.8,3.8,0.806279225117,0.677965195494,0,2.01890664089e-05,2.66171034719e-05,6.23488555028e-06,7.76120477509e-06,2.22843338134e-05,0,0,0,1.31153058514e-05,2.01089735526e-05,2.36582533468e-05,3.14430950821e-05,0,0,0,0,0,0,0,0.991909745417,0.01,6.03,37.15,0,0.009965895,0.049650897,0.14938301,"020700030105",12782,"020700030106","Peters Run-Town Creek","S","Yes",1.34729996948,24,1,24001,6900,1347300,0.922832140015911,0.0294351630867144
1537,"TOWN-205-R-2002",2002,"4.04","4.33","3.75","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=TOWN-205-R-2002",8431182,"927",0,"HWother","MD","Allegany County",0.591781688271,0.849190147416,7.92840739933,4.10329856632,0,0.458544839255,0.331883532681,0.80672843,0,0,0.591781688271,0.012817727569,0.844859632607,0.331883532681,0,0,0.93508704584,1,0.0904977375566,0,3.6,3.8,3.4,0.0710900473934,0.465204406712,0,0.000284647141443,0.000204465248705,3.86167107314e-05,4.80541802758e-05,0.000138077405851,0,0,0,8.11127604739e-05,0.000124437989636,0.000146214031243,0.00019439541796,0,0,6.90998712186e-08,0,4.37512967632e-07,0,0.0041778773041,0.0482656238685,0.01,6.03,37.15,0.000252650003908,0.008592419,0.027833755,0.128571425,"020700030103",7903,"020700030104","Murley Branch","S","No",0.189899988866,24,1,24001,2340,189900,0.313990461049285,0.0667726550079491
1538,"TOWN-105-R-2000",2000,"NA",NA,"2.75","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=TOWN-105-R-2000",8431192,"927",0,"HWother","MD","Allegany County",0.783084031078,0.843883415435,7.92840739932,4.10329856633,0,0.277372262774,0.165522226238,0.882946929,0,0,0.783084031078,0.00746775288527,0.754318473259,0.165522226238,0,0,0.919550865005,1,0.0481651376147,0,4.6,4,4,0.129667345553,0.648007595011,0,3.08935246885e-05,1.01099001545e-05,1.23553680233e-05,1.53774236028e-05,4.41863754131e-05,0,0,0,2.58282260668e-05,3.96544663331e-05,4.67478414748e-05,6.21553174318e-05,0,0,0,0,0,0,0.00783330722231,0,0.01,6.03,37.15,0,0.010319168,0.050699139,0.237898678,"020700030105",12782,"020700030106","Peters Run-Town Creek","S","Yes",2.65139847547,24,1,24001,9540,2651400,0.71792828685259,0.0430278884462151
1539,"AL-A-027-205-95",1995,"2.50","1.00","4.00","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=AL-A-027-205-95",8431194,"907",0,"HWother","MD","Allegany County",0.915450436397,0.967690465583,7.25274954756,3.97197651053,0,0,0.0493449439084,0.975793527,0,0,0.915450436397,0.0167758657931,0.239998080015,0.0493449439084,0,0,0.949667181673,1,0.255319148936,0,4.2,4,4,0.962128302974,0.663001116208,1,2.63214390446e-05,2.96447180159e-05,2.08748155802e-05,2.71055526543e-05,6.28838259263e-05,0,0,0,0.000113977924609,0.000151643336944,0.000137298862715,0.000171632115166,0,0,6.90998712186e-08,0,1.6827421832e-07,0,0.364981695531,0.502331981344,0.01,6.03,37.15,0.000122551542261,0.012997364,0.064157347,0.220456637,"020700030302",16128,"020700030802","Lower Fifteenmile Creek","S","Yes",12.5001001164,24,1,24001,21360,12500100,1,0
1540,"AL-A-199-122-95",1995,"2.75","1.00","4.50","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=AL-A-199-122-95",8431194,"907",0,"HWother","MD","Allegany County",0.915450436397,0.967690465583,7.25274954756,3.97197651053,0,0,0.0493449439084,0.975793527,0,0,0.915450436397,0.0167758657931,0.239998080015,0.0493449439084,0,0,0.949667181673,1,0.255319148936,0,4.2,4,4,0.962128302974,0.663001116208,1,2.63214390446e-05,2.96447180159e-05,2.08748155802e-05,2.71055526543e-05,6.28838259263e-05,0,0,0,0.000113977924609,0.000151643336944,0.000137298862715,0.000171632115166,0,0,6.90998712186e-08,0,1.6827421832e-07,0,0.364981695531,0.502331981344,0.01,6.03,37.15,0.000122551542261,0.012997364,0.064157347,0.220456637,"020700030302",16128,"020700030802","Lower Fifteenmile Creek","S","Yes",12.5001001164,24,1,24001,21360,12500100,0.977707006369427,0
1541,"AL-A-027-209-95",1995,"3.33","2.67","4.00","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=AL-A-027-209-95",8431194,"907",0,"HWother","MD","Allegany County",0.915450436397,0.967690465583,7.25274954756,3.97197651053,0,0,0.0493449439084,0.975793527,0,0,0.915450436397,0.0167758657931,0.239998080015,0.0493449439084,0,0,0.949667181673,1,0.255319148936,0,4.2,4,4,0.962128302974,0.663001116208,1,2.63214390446e-05,2.96447180159e-05,2.08748155802e-05,2.71055526543e-05,6.28838259263e-05,0,0,0,0.000113977924609,0.000151643336944,0.000137298862715,0.000171632115166,0,0,6.90998712186e-08,0,1.6827421832e-07,0,0.364981695531,0.502331981344,0.01,6.03,37.15,0.000122551542261,0.012997364,0.064157347,0.220456637,"020700030302",16128,"020700030802","Lower Fifteenmile Creek","S","Yes",12.5001001164,24,1,24001,21360,12500100,1,0
1542,"FIMI-101-A-2009",2009,"3.13","3.00","3.25","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=FIMI-101-A-2009",8431194,"907",0,"HWother","MD","Allegany County",0.915450436397,0.967690465583,7.25274954756,3.97197651053,0,0,0.0493449439084,0.975793527,0,0,0.915450436397,0.0167758657931,0.239998080015,0.0493449439084,0,0,0.949667181673,1,0.255319148936,0,4.2,4,4,0.962128302974,0.663001116208,1,2.63214390446e-05,2.96447180159e-05,2.08748155802e-05,2.71055526543e-05,6.28838259263e-05,0,0,0,0.000113977924609,0.000151643336944,0.000137298862715,0.000171632115166,0,0,6.90998712186e-08,0,1.6827421832e-07,0,0.364981695531,0.502331981344,0.01,6.03,37.15,0.000122551542261,0.012997364,0.064157347,0.220456637,"020700030302",16128,"020700030802","Lower Fifteenmile Creek","S","Yes",12.5001001164,24,1,24001,21360,12500100,1,0
1543,"FIMI-127-A-2009",2009,"3.92","3.33","4.50","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=FIMI-127-A-2009",8431194,"907",0,"HWother","MD","Allegany County",0.915450436397,0.967690465583,7.25274954756,3.97197651053,0,0,0.0493449439084,0.975793527,0,0,0.915450436397,0.0167758657931,0.239998080015,0.0493449439084,0,0,0.949667181673,1,0.255319148936,0,4.2,4,4,0.962128302974,0.663001116208,1,2.63214390446e-05,2.96447180159e-05,2.08748155802e-05,2.71055526543e-05,6.28838259263e-05,0,0,0,0.000113977924609,0.000151643336944,0.000137298862715,0.000171632115166,0,0,6.90998712186e-08,0,1.6827421832e-07,0,0.364981695531,0.502331981344,0.01,6.03,37.15,0.000122551542261,0.012997364,0.064157347,0.220456637,"020700030302",16128,"020700030802","Lower Fifteenmile Creek","S","Yes",12.5001001164,24,1,24001,21360,12500100,0.938840349483717,0.0357426528991263
1544,"AL-A-419-106-95",1995,"2.00","1.00","3.00","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=AL-A-419-106-95",8431196,"907",0,"HWother","MD","Allegany County",0.873542486572,0.969601759485,7.06770741733,3.93601139464,0,0.046357615894,0.0796394616619,0.959137363,0,0,0.873542486572,0.0255067943863,0.247518625777,0.0796394616619,0,0,0.934828970183,1,0.176755447942,0,4.2,4,4,0.911764705882,0.621858062166,1,2.79255050377e-05,3.01894621985e-05,1.35048772161e-05,1.75357448555e-05,4.0662622221e-05,0,0,0,7.36974169644e-05,9.80638067196e-05,8.87645620691e-05,0.00011095580979,0,0,0,0,1.00964530992e-07,0,0.226193944171,0.746627558724,0.01,6.03,37.15,9.52591339063e-05,0.018848037,0.102884837,0.172424868,"020700030302",16128,"020700030802","Lower Fifteenmile Creek","S","Yes",8.08020407367,24,1,24001,17760,8080200,1,0
1545,"AL-A-524-211-95",1995,"4.42","4.33","4.50","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=AL-A-524-211-95",8431196,"907",0,"HWother","MD","Allegany County",0.873542486572,0.969601759485,7.06770741733,3.93601139464,0,0.046357615894,0.0796394616619,0.959137363,0,0,0.873542486572,0.0255067943863,0.247518625777,0.0796394616619,0,0,0.934828970183,1,0.176755447942,0,4.2,4,4,0.911764705882,0.621858062166,1,2.79255050377e-05,3.01894621985e-05,1.35048772161e-05,1.75357448555e-05,4.0662622221e-05,0,0,0,7.36974169644e-05,9.80638067196e-05,8.87645620691e-05,0.00011095580979,0,0,0,0,1.00964530992e-07,0,0.226193944171,0.746627558724,0.01,6.03,37.15,9.52591339063e-05,0.018848037,0.102884837,0.172424868,"020700030302",16128,"020700030802","Lower Fifteenmile Creek","S","Yes",8.08020407367,24,1,24001,17760,8080200,1,0
1546,"FIMI-106-R-2000",2000,"3.25","2.00","4.50","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=FIMI-106-R-2000",8431200,"907",0,"HWother","MD","Allegany County",0.775066273415,0.973307445099,7.06770741733,3.93601139464,0,0.147783251232,0.148456468956,0.921278339,0,0,0.775066273415,0.0112182019276,0.175558715612,0.148456468956,0,0,0.967819904726,1,0.0337552742616,0,4.4,4,4,0.956855225312,0.547768609297,0,4.03408294085e-05,3.37635736653e-05,9.72171304553e-06,1.26219153732e-05,2.8914531937e-05,0,0,0,5.23288279537e-05,6.98496299242e-05,6.28103211971e-05,7.84153623159e-05,0,0,0,0,6.7309687328e-08,0,0.488593410066,0.375046084163,0.01,6.03,37.15,0.000110428936708,0.017470879,0.088025378,0.146779078,"020700030302",16128,"020700030802","Lower Fifteenmile Creek","S","Yes",5.69609960341,24,1,24001,13620,5696100,0.995226730310263,0.00397772474144789
1547,"AL-A-143-226-95",1995,"3.75","3.00","4.50","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=AL-A-143-226-95",8431200,"907",0,"HWother","MD","Allegany County",0.775066273415,0.973307445099,7.06770741733,3.93601139464,0,0.147783251232,0.148456468956,0.921278339,0,0,0.775066273415,0.0112182019276,0.175558715612,0.148456468956,0,0,0.967819904726,1,0.0337552742616,0,4.4,4,4,0.956855225312,0.547768609297,0,4.03408294085e-05,3.37635736653e-05,9.72171304553e-06,1.26219153732e-05,2.8914531937e-05,0,0,0,5.23288279537e-05,6.98496299242e-05,6.28103211971e-05,7.84153623159e-05,0,0,0,0,6.7309687328e-08,0,0.488593410066,0.375046084163,0.01,6.03,37.15,0.000110428936708,0.017470879,0.088025378,0.146779078,"020700030302",16128,"020700030802","Lower Fifteenmile Creek","S","Yes",5.69609960341,24,1,24001,13620,5696100,0.971337579617834,0
1548,"FIMI-128-A-2009",2009,"4.04","4.33","3.75","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=FIMI-128-A-2009",8431208,"907",0,"HWother","MD","Allegany County",0.899677676686,0.948374914533,7.01301054175,3.81628198906,0,0.0284642541924,0,0.973780615,0,0,0.898676993686,0.0136394747426,0.439047298722,0,0.001000683,0,0.922453042297,1,0.0345883213013,0,5,4.5,4.25,1,0.687429526122,0.0136323324021,0.0018169616929,0.00196819184455,0.000399755723789,0.000566520125962,0.0010716675027,0,0,0,0.0012843691171,0.00160511206899,0.00156717213848,0.00158547729003,0,0,1.38199742437e-07,0,1.3125389029e-06,0,0.275731352989,0.631400192397,0.01,6.03,37.15,0.00521374651504,0.010435083,0.033541051,0.277537533,"020700030302",16128,"020700030802","Lower Fifteenmile Creek","S","No",0.361799737992,24,1,24001,3780,361800,0.933174224343675,0.00636435958631663
1549,"TOWN-106-R-2008",2008,"2.13","1.00","3.25","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=TOWN-106-R-2008",8431210,"927",0,"HWother","MD","Allegany County",0.991701371254,0.985525802447,7.92840739934,4.10329856632,0,0,0,0.996254674,0,0,0.991701371254,0.00203148806501,0,0,0,0,0.920659910345,1,0.045045045045,0,5,4,4,1,0.665397302098,0,1.65705018862e-05,2.43451902341e-05,8.20483889011e-06,1.02132849059e-05,2.93264952983e-05,0,0,0,1.72513981907e-05,2.64531860992e-05,3.11267659586e-05,4.13703489899e-05,0,0,0,0,0,0,0,0.804017831951,0.01,6.03,37.15,3.35104046667e-05,0.01930243,0.114819683,0.192180721,"020700030105",12782,"020700030106","Peters Run-Town Creek","S","Yes",1.77210080975,24,1,24001,8760,1772100,0.999201915403033,0
